pitch_type,release_speed,batter,stand,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,release_spin_rate,at_bat_number,pitch_number,pitch_name,bat_score,fld_score,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game
FF,94.8,641355,L,0,0,,,,1,2167,26,1,4-Seam Fastball,0,2,1,6
FF,96.1,592450,R,0,0,,,,0,2188,25,1,4-Seam Fastball,0,2,1,6
FF,94,663757,L,0,0,,,,2,1975,19,1,4-Seam Fastball,0,2,1,6
FF,94.9,669224,L,0,0,,,,1,2181,18,1,4-Seam Fastball,0,2,0,6
FF,93.8,683011,R,0,1,,,,0,2192,17,2,4-Seam Fastball,0,2,0,6
FF,94.7,683011,R,0,0,,,,0,2071,17,1,4-Seam Fastball,0,2,0,6
FS,85.2,641857,L,3,2,,,665862,1,1551,11,7,Split-Finger,0,1,0,6
FF,94.9,641857,L,3,2,,,665862,1,2153,11,6,4-Seam Fastball,0,1,0,6
FF,93.7,641857,L,2,2,,,665862,1,2108,11,5,4-Seam Fastball,0,1,0,6
FF,95.6,641857,L,1,2,,,665862,1,2103,11,4,4-Seam Fastball,0,1,0,6
FF,95.6,641857,L,1,1,,,665862,1,2146,11,3,4-Seam Fastball,0,1,0,6
FS,82.6,641857,L,0,1,,,665862,1,1386,11,2,Split-Finger,0,1,0,6
FF,93.9,641857,L,0,0,,,665862,1,2196,11,1,4-Seam Fastball,0,1,0,6
FF,96.3,665862,L,1,2,,,,1,2081,10,4,4-Seam Fastball,0,1,0,6
FF,94.8,665862,L,1,1,,,,1,2302,10,3,4-Seam Fastball,0,1,0,6
FS,85.1,665862,L,1,0,,,,1,1745,10,2,Split-Finger,0,1,0,6
FS,84.5,665862,L,0,0,,,,1,1581,10,1,Split-Finger,0,1,0,6
FS,85.1,519317,R,0,2,,,,0,1879,9,3,Split-Finger,0,1,0,6
FF,95.4,519317,R,0,1,,,,0,2213,9,2,4-Seam Fastball,0,1,0,6
SL,85.4,519317,R,0,0,,,,0,2226,9,1,Slider,0,1,0,6
FS,85.4,700250,L,1,2,,,592450,2,1745,4,5,Split-Finger,0,0,0,6
FF,95.5,700250,L,1,2,,,592450,2,2210,4,4,4-Seam Fastball,0,0,0,6
FS,84.8,700250,L,0,2,,,592450,2,1662,4,3,Split-Finger,0,0,0,6
FS,85.7,700250,L,0,1,,,592450,2,1610,4,2,Split-Finger,0,0,0,6
FS,83.8,700250,L,0,0,,,592450,2,1511,4,1,Split-Finger,0,0,0,6
FF,93.8,641355,L,1,2,,,592450,1,2080,3,5,4-Seam Fastball,0,0,0,6
FF,95.6,641355,L,1,2,,,592450,1,2226,3,4,4-Seam Fastball,0,0,0,6
FS,85.6,641355,L,1,1,,,592450,1,1766,3,3,Split-Finger,0,0,0,6
FS,86.3,641355,L,0,1,,,592450,1,1902,3,2,Split-Finger,0,0,0,6
FS,85.2,641355,L,0,0,,,592450,1,1726,3,1,Split-Finger,0,0,0,6
SL,85.8,592450,R,0,1,,,,1,2348,2,2,Slider,0,0,0,6
FF,94.8,592450,R,0,0,,,,1,2205,2,1,4-Seam Fastball,0,0,0,6
FF,94.8,663757,L,0,0,,,,0,2184,1,1,4-Seam Fastball,0,0,0,6
FS,86.4,691406,R,3,1,700246,676044,,2,1635,36,5,Split-Finger,4,5,2,5
FS,84.6,691406,R,2,1,700246,676044,,2,1512,36,4,Split-Finger,4,5,2,5
FS,86.2,691406,R,2,0,700246,676044,,2,1690,36,3,Split-Finger,4,5,2,5
SL,87.9,691406,R,1,0,700246,676044,,2,2292,36,2,Slider,4,5,2,5
FS,86.7,691406,R,0,0,700246,676044,,2,1587,36,1,Split-Finger,4,5,2,5
FF,94.9,680700,L,1,2,700246,676044,,1,2095,35,4,4-Seam Fastball,4,5,2,5
FS,86.6,680700,L,0,2,,700246,676044,1,1628,35,3,Split-Finger,4,5,2,5
FS,85.3,680700,L,0,1,,700246,676044,1,1290,35,2,Split-Finger,4,5,2,5
FS,83.4,680700,L,0,0,,700246,676044,1,1079,35,1,Split-Finger,4,5,2,5
FS,83.4,676044,L,1,1,,,700246,1,1742,34,3,Split-Finger,4,5,1,5
FF,95.7,676044,L,0,1,,,700246,1,2047,34,2,4-Seam Fastball,4,5,1,5
FF,90.7,676044,L,0,0,,,700246,1,1856,34,1,4-Seam Fastball,4,5,1,5
FF,92.7,700246,R,0,0,,,,1,2040,33,1,4-Seam Fastball,4,5,1,5
FS,85.6,656484,L,1,2,,,,0,1326,32,5,Split-Finger,4,5,1,5
FS,84.7,656484,L,1,2,,,,0,1472,32,4,Split-Finger,4,5,1,5
FF,94.6,656484,L,0,2,,,,0,2160,32,3,4-Seam Fastball,4,5,1,5
FF,94.6,656484,L,0,1,,,,0,2245,32,2,4-Seam Fastball,4,5,1,5
FF,92.8,656484,L,0,0,,,,0,2140,32,1,4-Seam Fastball,4,5,1,5
FF,96.3,676439,L,1,2,,666139,663968,2,2266,27,4,4-Seam Fastball,4,5,1,5
FS,86,676439,L,0,2,,666139,663968,2,1663,27,3,Split-Finger,4,5,1,5
FF,95.5,676439,L,0,1,,666139,663968,2,2278,27,2,4-Seam Fastball,4,5,1,5
FF,94.3,676439,L,0,0,,666139,663968,2,2171,27,1,4-Seam Fastball,4,5,1,5
FS,84.7,663968,L,2,2,,666018,666139,2,1649,26,8,Split-Finger,3,5,1,5
FF,96.8,663968,L,2,2,,666018,666139,2,2157,26,7,4-Seam Fastball,3,5,1,5
FF,97.1,663968,L,2,2,,666018,666139,2,2273,26,6,4-Seam Fastball,3,5,1,5
FS,84.1,663968,L,2,2,,666018,666139,2,1738,26,5,Split-Finger,3,5,1,5
FS,85.9,663968,L,1,2,,666018,666139,2,1570,26,4,Split-Finger,3,5,1,5
FF,94.9,663968,L,1,1,,666018,666139,2,2292,26,3,4-Seam Fastball,3,5,1,5
FS,83.3,663968,L,0,1,,666018,666139,2,1310,26,2,Split-Finger,3,5,1,5
FS,83.5,663968,L,0,0,,666018,666139,2,1248,26,1,Split-Finger,3,5,1,5
FS,85.2,666139,L,0,2,691406,,666018,1,1568,25,6,Split-Finger,3,5,1,5
FF,96.5,666139,L,0,2,691406,,666018,1,2352,25,5,4-Seam Fastball,3,5,1,5
FF,95.1,666139,L,0,2,691406,,666018,1,2183,25,4,4-Seam Fastball,3,5,1,5
FS,85.2,666139,L,0,2,691406,,666018,1,1641,25,3,Split-Finger,3,5,1,5
FF,95.4,666139,L,0,1,691406,,666018,1,2288,25,2,4-Seam Fastball,3,5,1,5
FF,94.8,666139,L,0,0,691406,,666018,1,2161,25,1,4-Seam Fastball,3,5,1,5
FS,84,666018,L,1,0,676044,680700,691406,1,1283,24,2,Split-Finger,1,5,1,5
FF,95.8,666018,L,0,0,676044,680700,691406,1,2239,24,1,4-Seam Fastball,1,5,1,5
FS,85.6,691406,R,2,1,,676044,680700,1,1414,23,4,Split-Finger,1,5,1,5
FF,95.9,691406,R,2,0,,676044,680700,1,2151,23,3,4-Seam Fastball,1,5,1,5
SL,86.4,691406,R,1,0,,676044,680700,1,2338,23,2,Slider,1,5,1,5
SL,86.5,691406,R,0,0,,676044,680700,1,2250,23,1,Slider,1,5,1,5
FF,94.2,680700,L,3,2,,,676044,1,2191,22,6,4-Seam Fastball,1,5,1,5
FS,84.4,680700,L,2,2,,,676044,1,1665,22,5,Split-Finger,1,5,1,5
FF,93.3,680700,L,2,1,,,676044,1,2154,22,4,4-Seam Fastball,1,5,1,5
FS,84.4,680700,L,1,1,,,676044,1,1368,22,3,Split-Finger,1,5,1,5
FF,95.4,680700,L,0,1,,,676044,1,2140,22,2,4-Seam Fastball,1,5,1,5
FS,82.8,680700,L,0,0,,,676044,1,1484,22,1,Split-Finger,1,5,1,5
FF,92.7,676044,L,3,1,,,,1,2024,21,5,4-Seam Fastball,1,5,0,5
FF,94.8,676044,L,2,1,,,,1,2151,21,4,4-Seam Fastball,1,5,0,5
FF,94.6,676044,L,1,1,,,,1,1947,21,3,4-Seam Fastball,1,5,0,5
FS,82.3,676044,L,1,0,,,,1,1553,21,2,Split-Finger,1,5,0,5
FS,83.4,676044,L,0,0,,,,1,1529,21,1,Split-Finger,1,5,0,5
FS,85.4,700246,R,1,2,,,,0,1531,20,4,Split-Finger,1,5,0,5
FS,83.6,700246,R,1,1,,,,0,1553,20,3,Split-Finger,1,5,0,5
SL,85,700246,R,0,1,,,,0,2158,20,2,Slider,1,5,0,5
FF,92.5,700246,R,0,0,,,,0,2140,20,1,4-Seam Fastball,1,5,0,5
FS,84.2,656484,L,2,2,,,,2,1593,15,5,Split-Finger,1,5,0,5
FF,94.8,656484,L,2,1,,,,2,2230,15,4,4-Seam Fastball,1,5,0,5
FS,83.2,656484,L,1,1,,,,2,1669,15,3,Split-Finger,1,5,0,5
FS,82.2,656484,L,1,0,,,,2,1572,15,2,Split-Finger,1,5,0,5
FF,94.3,656484,L,0,0,,,,2,2189,15,1,4-Seam Fastball,1,5,0,5
FS,83.6,676439,L,2,2,,,,1,1582,14,6,Split-Finger,1,5,0,5
FS,83.7,676439,L,2,2,,,,1,1515,14,5,Split-Finger,1,5,0,5
FF,93.8,676439,L,2,1,,,,1,2150,14,4,4-Seam Fastball,1,5,0,5
FF,94.8,676439,L,1,1,,,,1,2113,14,3,4-Seam Fastball,1,5,0,5
FS,83.2,676439,L,1,0,,,,1,1588,14,2,Split-Finger,1,5,0,5
FS,83.1,676439,L,0,0,,,,1,1573,14,1,Split-Finger,1,5,0,5
FS,84.8,663968,L,0,1,,,,0,1592,13,2,Split-Finger,1,5,0,5
FF,93.6,663968,L,0,0,,,,0,2062,13,1,4-Seam Fastball,1,5,0,5
FS,84.7,666139,L,1,2,,,666018,1,1394,4,4,Split-Finger,1,0,0,5
FS,84.2,666139,L,0,2,,,666018,1,1525,4,3,Split-Finger,1,0,0,5
FS,84.4,666139,L,0,1,,,666018,1,1554,4,2,Split-Finger,1,0,0,5
FF,93.5,666139,L,0,0,,,666018,1,2050,4,1,4-Seam Fastball,1,0,0,5
FS,84.8,666018,L,0,1,680700,,,1,1672,3,2,Split-Finger,0,0,0,5
FS,84.8,666018,L,0,0,680700,,,1,1590,3,1,Split-Finger,0,0,0,5
FF,95.3,691406,R,2,2,,680700,,0,2057,2,6,4-Seam Fastball,0,0,0,5
FS,85.4,691406,R,1,2,,680700,,0,1661,2,5,Split-Finger,0,0,0,5
FS,85.5,691406,R,1,2,,680700,,0,1450,2,4,Split-Finger,0,0,0,5
FS,86.1,691406,R,0,2,,,680700,0,1674,2,3,Split-Finger,0,0,0,5
FS,84.3,691406,R,0,1,,,680700,0,1662,2,2,Split-Finger,0,0,0,5
SL,85,691406,R,0,0,,,680700,0,2104,2,1,Slider,0,0,0,5
FF,95.5,680700,L,0,2,,,,0,2072,1,3,4-Seam Fastball,0,0,0,5
FF,94.6,680700,L,0,1,,,,0,2048,1,2,4-Seam Fastball,0,0,0,5
FF,94.6,680700,L,0,0,,,,0,2050,1,1,4-Seam Fastball,0,0,0,5
FS,84.2,665966,R,1,2,,663993,677800,2,1348,52,4,Split-Finger,2,1,2,6
FS,84,665966,R,1,1,,663993,677800,2,1164,52,3,Split-Finger,2,1,2,6
SL,82.9,665966,R,1,0,,663993,677800,2,2340,52,2,Slider,2,1,2,6
FS,83,665966,R,0,0,,663993,677800,2,1266,52,1,Split-Finger,2,1,2,6
FS,82.9,677800,L,3,1,678882,,663993,1,1627,51,5,Split-Finger,2,1,2,6
FF,93.9,677800,L,3,0,678882,,663993,1,2290,51,4,4-Seam Fastball,2,1,2,6
FS,84.4,677800,L,2,0,678882,,663993,1,1372,51,3,Split-Finger,2,1,2,6
FS,83.4,677800,L,1,0,678882,,663993,1,1447,51,2,Split-Finger,2,1,2,6
FS,83.4,677800,L,0,0,678882,,663993,1,1601,51,1,Split-Finger,2,1,2,6
FS,82.8,663993,L,0,1,663853,,678882,1,1237,50,2,Split-Finger,1,1,2,6
FF,92.3,663993,L,0,0,663853,,678882,1,2075,50,1,4-Seam Fastball,1,1,2,6
SL,83.9,678882,R,1,0,,663853,,1,2167,49,2,Slider,1,1,2,6
SL,85.7,678882,R,0,0,,663853,,1,2262,49,1,Slider,1,1,2,6
FF,95.7,663853,R,1,2,,,,1,2248,48,5,4-Seam Fastball,1,1,2,6
FS,86.5,663853,R,0,2,,,,1,1669,48,4,Split-Finger,1,1,2,6
FF,95.8,663853,R,0,2,,,,1,2160,48,3,4-Seam Fastball,1,1,2,6
FF,95.1,663853,R,0,1,,,,1,2185,48,2,4-Seam Fastball,1,1,2,6
FF,93.2,663853,R,0,0,,,,1,2180,48,1,4-Seam Fastball,1,1,2,6
FS,81.1,807799,L,1,1,,,,0,1348,47,3,Split-Finger,1,1,2,6
FS,83,807799,L,0,1,,,,0,1264,47,2,Split-Finger,1,1,2,6
SL,79.4,807799,L,0,0,,,,0,2163,47,1,Slider,1,1,2,6
FS,85.7,608324,R,2,2,596115,,,2,1493,41,10,Split-Finger,1,1,2,6
FS,85.6,608324,R,2,2,596115,,,2,1556,41,9,Split-Finger,1,1,2,6
FS,85.9,608324,R,2,2,596115,,,2,1443,41,8,Split-Finger,1,1,2,6
FS,85.1,608324,R,2,2,596115,,,2,1469,41,7,Split-Finger,1,1,2,6
FS,85.6,608324,R,2,2,596115,,,2,1291,41,6,Split-Finger,1,1,2,6
FF,97.2,608324,R,2,2,,596115,,2,2408,41,5,4-Seam Fastball,1,1,2,6
SL,86.5,608324,R,2,1,,596115,,2,2263,41,4,Slider,1,1,2,6
SL,87.3,608324,R,1,1,,596115,,2,2413,41,3,Slider,1,1,2,6
FF,96.6,608324,R,0,1,,596115,,2,2316,41,2,4-Seam Fastball,1,1,2,6
FF,95.6,608324,R,0,0,,596115,,2,2237,41,1,4-Seam Fastball,1,1,2,6
FS,86.4,596115,R,0,0,,,,2,1515,40,1,Split-Finger,1,1,2,6
FF,94.8,680776,L,2,1,,,,1,2127,39,4,4-Seam Fastball,1,1,2,6
FF,94.5,680776,L,1,1,,,,1,2144,39,3,4-Seam Fastball,1,1,2,6
FS,83.3,680776,L,1,0,,,,1,1427,39,2,Split-Finger,1,1,2,6
FF,95,680776,L,0,0,,,,1,2107,39,1,4-Seam Fastball,1,1,2,6
FF,94.4,665966,R,0,1,,,,0,2102,38,2,4-Seam Fastball,1,1,1,6
FF,93.4,665966,R,0,0,,,,0,2113,38,1,4-Seam Fastball,1,1,1,6
FS,84.7,677800,L,0,0,,807799,663993,2,1334,31,1,Split-Finger,1,0,1,6
FS,84.6,663993,L,3,1,,807799,,2,1668,30,5,Split-Finger,1,0,1,6
FF,95.1,663993,L,2,1,,807799,,2,2328,30,4,4-Seam Fastball,1,0,1,6
FF,94.3,663993,L,2,0,,807799,,2,2315,30,3,4-Seam Fastball,1,0,1,6
FS,84,663993,L,1,0,,807799,,2,1411,30,2,Split-Finger,1,0,1,6
FS,85,663993,L,0,0,,807799,,2,1375,30,1,Split-Finger,1,0,1,6
FS,84.9,678882,R,1,2,,807799,,1,1344,29,4,Split-Finger,1,0,1,6
FF,96.7,678882,R,1,1,,807799,,1,2379,29,3,4-Seam Fastball,1,0,1,6
SL,84.4,678882,R,0,1,,807799,,1,2216,29,2,Slider,1,0,1,6
SL,85.3,678882,R,0,0,,807799,,1,2199,29,1,Slider,1,0,1,6
FS,84.8,663853,R,0,2,,807799,,0,1306,28,3,Split-Finger,1,0,1,6
FF,95.2,663853,R,0,1,,,807799,0,2277,28,2,4-Seam Fastball,1,0,1,6
FF,94.5,663853,R,0,0,,,807799,0,2170,28,1,4-Seam Fastball,1,0,1,6
FF,96.1,807799,L,1,2,,,,0,2065,27,4,4-Seam Fastball,1,0,1,6
FF,94.8,807799,L,1,1,,,,0,2239,27,3,4-Seam Fastball,1,0,1,6
FS,83.3,807799,L,1,0,,,,0,1715,27,2,Split-Finger,1,0,1,6
FS,83.2,807799,L,0,0,,,,0,1615,27,1,Split-Finger,1,0,1,6
FF,95.8,608324,R,0,0,,,,2,2327,22,1,4-Seam Fastball,1,0,1,6
SL,85.1,596115,R,1,2,,,,1,2155,21,4,Slider,1,0,1,6
FS,86.7,596115,R,0,2,,,,1,1775,21,3,Split-Finger,1,0,1,6
FS,85.9,596115,R,0,1,,,,1,1725,21,2,Split-Finger,1,0,1,6
FF,95.2,596115,R,0,0,,,,1,2257,21,1,4-Seam Fastball,1,0,1,6
FS,85.1,680776,L,0,2,,,,0,1523,20,3,Split-Finger,1,0,1,6
FS,84.7,680776,L,0,1,,,,0,1593,20,2,Split-Finger,1,0,1,6
FS,83.1,680776,L,0,0,,,,0,1569,20,1,Split-Finger,1,0,1,6
FF,94.9,665966,R,2,0,663993,677800,,2,2304,13,3,4-Seam Fastball,1,0,0,6
SL,85,665966,R,1,0,663993,677800,,2,2181,13,2,Slider,1,0,0,6
FF,95.3,665966,R,0,0,663993,677800,,2,2175,13,1,4-Seam Fastball,1,0,0,6
FF,94.1,677800,L,1,0,,,663993,2,2235,12,2,4-Seam Fastball,1,0,0,6
FF,94.8,677800,L,0,0,,,663993,2,2328,12,1,4-Seam Fastball,1,0,0,6
FF,95.4,663993,L,2,1,,807799,,2,2368,11,4,4-Seam Fastball,0,0,0,6
FS,83.6,663993,L,2,0,,807799,,2,1579,11,3,Split-Finger,0,0,0,6
FS,83.6,663993,L,1,0,,807799,,2,1461,11,2,Split-Finger,0,0,0,6
FF,95.6,663993,L,0,0,,807799,,2,2217,11,1,4-Seam Fastball,0,0,0,6
FS,84.9,678882,R,0,2,,807799,,1,1491,10,3,Split-Finger,0,0,0,6
FF,96.2,678882,R,0,1,,807799,,1,2407,10,2,4-Seam Fastball,0,0,0,6
FF,94.9,678882,R,0,0,,807799,,1,2292,10,1,4-Seam Fastball,0,0,0,6
FS,85.2,663853,R,3,2,,807799,,0,1726,9,7,Split-Finger,0,0,0,6
FF,96.7,663853,R,2,2,,807799,,0,2204,9,6,4-Seam Fastball,0,0,0,6
FF,96.2,663853,R,2,2,,807799,,0,2161,9,5,4-Seam Fastball,0,0,0,6
FF,96.7,663853,R,2,1,,807799,,0,2271,9,4,4-Seam Fastball,0,0,0,6
FF,94.8,663853,R,2,0,,807799,,0,2323,9,3,4-Seam Fastball,0,0,0,6
SL,84,663853,R,1,0,,807799,,0,2274,9,2,Slider,0,0,0,6
SL,83.7,663853,R,0,0,,807799,,0,2232,9,1,Slider,0,0,0,6
FF,94.4,807799,L,0,0,,,,0,2253,8,1,4-Seam Fastball,0,0,0,6
FF,95.2,608324,R,2,1,,,,2,2311,3,4,4-Seam Fastball,0,0,0,6
SL,85,608324,R,1,1,,,,2,2372,3,3,Slider,0,0,0,6
SL,85.6,608324,R,0,1,,,,2,2105,3,2,Slider,0,0,0,6
FF,95.1,608324,R,0,0,,,,2,2351,3,1,4-Seam Fastball,0,0,0,6
FF,94.8,596115,R,1,0,,,,1,2456,2,2,4-Seam Fastball,0,0,0,6
SL,84.7,596115,R,0,0,,,,1,2275,2,1,Slider,0,0,0,6
FF,94.8,680776,L,0,2,,,,0,2306,1,3,4-Seam Fastball,0,0,0,6
FF,95,680776,L,0,1,,,,0,2388,1,2,4-Seam Fastball,0,0,0,6
FF,93.6,680776,L,0,0,,,,0,2250,1,1,4-Seam Fastball,0,0,0,6
FS,83.7,677592,R,0,0,,,,2,1264,47,1,Split-Finger,1,1,2,6
FS,84.5,656484,L,0,1,,,,1,1592,46,2,Split-Finger,1,1,2,6
FS,84.9,656484,L,0,0,,,,1,1715,46,1,Split-Finger,1,1,2,6
FS,86,666624,R,0,2,,,,0,1430,45,3,Split-Finger,1,1,2,6
FS,83.7,666624,R,0,1,,,,0,1366,45,2,Split-Finger,1,1,2,6
SL,82.4,666624,R,0,0,,,,0,2287,45,1,Slider,1,1,2,6
FS,85.4,691406,R,3,2,,802415,650490,2,1507,40,6,Split-Finger,1,1,2,6
FS,83.6,691406,R,3,1,,802415,650490,2,1578,40,5,Split-Finger,1,1,2,6
FS,85.3,691406,R,3,0,,802415,650490,2,1314,40,4,Split-Finger,1,1,2,6
SL,85.1,691406,R,2,0,,802415,650490,2,2131,40,3,Slider,1,1,2,6
FS,85.8,691406,R,1,0,,802415,650490,2,1328,40,2,Split-Finger,1,1,2,6
FF,94.8,691406,R,0,0,,802415,650490,2,2200,40,1,4-Seam Fastball,1,1,2,6
FF,93,650490,R,3,2,,802415,,2,1969,39,10,4-Seam Fastball,1,1,2,6
FS,85.1,650490,R,3,2,,802415,,2,1374,39,9,Split-Finger,1,1,2,6
FS,85.4,650490,R,3,2,,802415,,2,1374,39,8,Split-Finger,1,1,2,6
FS,83.1,650490,R,3,2,,802415,,2,1415,39,7,Split-Finger,1,1,2,6
FF,95.9,650490,R,3,2,,802415,,2,2280,39,6,4-Seam Fastball,1,1,2,6
FF,96.1,650490,R,2,2,,802415,,2,2251,39,5,4-Seam Fastball,1,1,2,6
FS,84.6,650490,R,2,1,,802415,,2,1441,39,4,Split-Finger,1,1,2,6
FF,95,650490,R,1,1,,802415,,2,2196,39,3,4-Seam Fastball,1,1,2,6
FS,84.9,650490,R,0,1,,802415,,2,1452,39,2,Split-Finger,1,1,2,6
FS,84.9,650490,R,0,0,,802415,,2,1523,39,1,Split-Finger,1,1,2,6
FS,84.3,802415,L,1,1,,,,2,1666,38,3,Split-Finger,1,1,2,6
FF,95.2,802415,L,0,1,,,,2,2308,38,2,4-Seam Fastball,1,1,2,6
FF,94.2,802415,L,0,0,,,,2,2161,38,1,4-Seam Fastball,1,1,2,6
FF,93.7,700246,R,0,0,,,,1,1955,37,1,4-Seam Fastball,1,1,1,6
FS,84.7,676044,L,0,0,,,,0,1556,36,1,Split-Finger,1,1,1,6
FF,95.7,663743,R,3,2,,656484,,2,2278,32,6,4-Seam Fastball,1,1,1,6
FF,95.8,663743,R,2,2,,656484,,2,2248,32,5,4-Seam Fastball,1,1,1,6
FF,96.1,663743,R,1,2,,656484,,2,2164,32,4,4-Seam Fastball,1,1,1,6
FS,83.7,663743,R,1,1,,656484,,2,1552,32,3,Split-Finger,1,1,1,6
FS,85.3,663743,R,0,1,,656484,,2,1356,32,2,Split-Finger,1,1,1,6
FS,84.2,663743,R,0,0,,656484,,2,1324,32,1,Split-Finger,1,1,1,6
SL,85.1,677592,R,2,2,,656484,,1,2137,31,5,Slider,1,1,1,6
FS,85.9,677592,R,1,2,,656484,,1,1442,31,4,Split-Finger,1,1,1,6
FF,95.7,677592,R,0,2,,656484,,1,2026,31,3,4-Seam Fastball,1,1,1,6
FS,85,677592,R,0,1,,656484,,1,1610,31,2,Split-Finger,1,1,1,6
FS,83.6,677592,R,0,0,,656484,,1,1287,31,1,Split-Finger,1,1,1,6
FF,94.7,656484,L,0,0,,,,1,2229,30,1,4-Seam Fastball,1,1,1,6
FS,84.2,666624,R,0,2,,,,0,1295,29,4,Split-Finger,1,1,1,6
FF,95.2,666624,R,0,2,,,,0,2124,29,3,4-Seam Fastball,1,1,1,6
FF,95.9,666624,R,0,1,,,,0,2252,29,2,4-Seam Fastball,1,1,1,6
FF,93.4,666624,R,0,0,,,,0,1994,29,1,4-Seam Fastball,1,1,1,6
FS,84.8,691406,R,2,2,,,650490,2,1553,22,9,Split-Finger,1,0,1,6
FF,96.2,691406,R,2,2,,,650490,2,2188,22,8,4-Seam Fastball,1,0,1,6
FS,85.2,691406,R,2,2,,,650490,2,1846,22,7,Split-Finger,1,0,1,6
FS,86.3,691406,R,1,2,,,650490,2,1501,22,6,Split-Finger,1,0,1,6
FF,96.4,691406,R,1,2,,,650490,2,2312,22,5,4-Seam Fastball,1,0,1,6
FS,85.5,691406,R,1,2,,,650490,2,1526,22,4,Split-Finger,1,0,1,6
FS,85.1,691406,R,1,1,,,650490,2,1680,22,3,Split-Finger,1,0,1,6
SL,84.6,691406,R,0,1,,,650490,2,2342,22,2,Slider,1,0,1,6
FF,95.9,691406,R,0,0,,,650490,2,2339,22,1,4-Seam Fastball,1,0,1,6
FF,96.1,650490,R,2,2,,,700246,1,2333,21,5,4-Seam Fastball,1,0,1,6
FF,95.8,650490,R,1,2,,,700246,1,2311,21,4,4-Seam Fastball,1,0,1,6
FS,85.6,650490,R,1,1,,,700246,1,1709,21,3,Split-Finger,1,0,1,6
FF,95.1,650490,R,0,1,,,700246,1,2358,21,2,4-Seam Fastball,1,0,1,6
SL,85.4,650490,R,0,0,,,700246,1,2274,21,1,Slider,1,0,1,6
FF,94.2,802415,L,0,0,,,700246,0,2317,20,1,4-Seam Fastball,1,0,1,6
FF,94.6,700246,R,3,2,,,,0,2256,19,6,4-Seam Fastball,1,0,0,6
FF,94.2,700246,R,3,1,,,,0,2391,19,5,4-Seam Fastball,1,0,0,6
FF,93.5,700246,R,2,1,,,,0,2248,19,4,4-Seam Fastball,1,0,0,6
FF,93.5,700246,R,2,0,,,,0,2159,19,3,4-Seam Fastball,1,0,0,6
FF,93.7,700246,R,1,0,,,,0,2215,19,2,4-Seam Fastball,1,0,0,6
FF,93.8,700246,R,0,0,,,,0,2082,19,1,4-Seam Fastball,1,0,0,6
FF,95.2,676044,L,3,2,,,663743,1,2236,15,6,4-Seam Fastball,1,0,0,6
FS,82.5,676044,L,2,2,,,663743,1,1119,15,5,Split-Finger,1,0,0,6
FF,94.7,676044,L,2,1,,,663743,1,2299,15,4,4-Seam Fastball,1,0,0,6
FS,85.2,676044,L,1,1,,,663743,1,1594,15,3,Split-Finger,1,0,0,6
FS,83.3,676044,L,1,0,,,663743,1,1443,15,2,Split-Finger,1,0,0,6
FS,84.1,676044,L,0,0,,,663743,1,1354,15,1,Split-Finger,1,0,0,6
FF,95,663743,R,1,1,,,,1,2362,14,3,4-Seam Fastball,1,0,0,6
SL,86.6,663743,R,0,1,,,,1,2357,14,2,Slider,1,0,0,6
SL,84.4,663743,R,0,0,,,,1,2279,14,1,Slider,1,0,0,6
FF,94.3,677592,R,1,2,,,,0,2127,13,5,4-Seam Fastball,1,0,0,6
SL,84.6,677592,R,0,2,,,,0,2202,13,4,Slider,1,0,0,6
FF,96.6,677592,R,0,2,,,,0,2050,13,3,4-Seam Fastball,1,0,0,6
FF,94.7,677592,R,0,1,,,,0,2197,13,2,4-Seam Fastball,1,0,0,6
FF,94.9,677592,R,0,0,,,,0,2171,13,1,4-Seam Fastball,1,0,0,6
FS,86.1,656484,L,1,2,,,650490,2,1674,9,4,Split-Finger,1,0,0,6
FS,85.5,656484,L,0,2,,,650490,2,1272,9,3,Split-Finger,1,0,0,6
FS,85.4,656484,L,0,1,,,650490,2,1506,9,2,Split-Finger,1,0,0,6
FF,95.1,656484,L,0,0,,,650490,2,2247,9,1,4-Seam Fastball,1,0,0,6
FF,97.1,666624,R,0,2,,,650490,1,2272,8,3,4-Seam Fastball,1,0,0,6
FF,95.6,666624,R,0,1,,,650490,1,2327,8,2,4-Seam Fastball,1,0,0,6
FF,95.4,666624,R,0,0,,,650490,1,2195,8,1,4-Seam Fastball,1,0,0,6
FF,96.2,691406,R,2,1,,,650490,0,2329,7,4,4-Seam Fastball,1,0,0,6
FF,95.4,691406,R,2,0,,,650490,0,2372,7,3,4-Seam Fastball,1,0,0,6
FS,85,691406,R,1,0,,,650490,0,1575,7,2,Split-Finger,1,0,0,6
SL,85.5,691406,R,0,0,,,650490,0,2374,7,1,Slider,1,0,0,6
FF,95.8,650490,R,0,0,,802415,,0,2316,6,1,4-Seam Fastball,0,0,0,6
FF,95.9,802415,L,0,2,,,,0,2329,5,5,4-Seam Fastball,0,0,0,6
FF,96.1,802415,L,0,2,,,,0,2290,5,4,4-Seam Fastball,0,0,0,6
FF,95.6,802415,L,0,2,,,,0,2423,5,3,4-Seam Fastball,0,0,0,6
FF,94.6,802415,L,0,1,,,,0,2312,5,2,4-Seam Fastball,0,0,0,6
