pitch_type,release_speed,batter,stand,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,release_spin_rate,at_bat_number,pitch_number,pitch_name,bat_score,fld_score,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game
FF,90.4,805779,R,0,0,,,671732,0,2131,6,1,4-Seam Fastball,0,0,0,6
FF,93,671732,L,3,2,,,,0,2239,5,7,4-Seam Fastball,0,0,0,6
FF,93.4,671732,L,2,2,,,,0,2233,5,6,4-Seam Fastball,0,0,0,6
FS,83.7,671732,L,2,2,,,,0,1733,5,5,Split-Finger,0,0,0,6
FS,83.6,671732,L,1,2,,,,0,1738,5,4,Split-Finger,0,0,0,6
FS,83.9,671732,L,0,2,,,,0,1720,5,3,Split-Finger,0,0,0,6
FF,92.1,671732,L,0,1,,,,0,2214,5,2,4-Seam Fastball,0,0,0,6
FF,90.1,671732,L,0,0,,,,0,2131,5,1,4-Seam Fastball,0,0,0,6
FF,95.4,677060,R,2,2,,,672569,1,2426,48,5,4-Seam Fastball,2,2,2,5
FF,95.4,677060,R,1,2,,,672569,1,2346,48,4,4-Seam Fastball,2,2,2,5
FS,84.4,677060,R,0,2,,,672569,1,1716,48,3,Split-Finger,2,2,2,5
FF,94.5,677060,R,0,1,,,672569,1,2184,48,2,4-Seam Fastball,2,2,2,5
FF,94,677060,R,0,0,,,672569,1,2309,48,1,4-Seam Fastball,2,2,2,5
FS,85,672569,L,1,2,,,650859,0,1583,47,4,Split-Finger,2,2,2,5
FF,94.8,672569,L,1,1,,,650859,0,2136,47,3,4-Seam Fastball,2,2,2,5
FS,82.7,672569,L,0,1,,,650859,0,1827,47,2,Split-Finger,2,2,2,5
FF,92.7,672569,L,0,0,,,650859,0,2286,47,1,4-Seam Fastball,2,2,2,5
FF,95.2,650859,L,0,2,,,,0,2177,46,4,4-Seam Fastball,2,2,2,5
FS,84,650859,L,0,2,,,,0,1494,46,3,Split-Finger,2,2,2,5
FS,84.6,650859,L,0,1,,,,0,1544,46,2,Split-Finger,2,2,2,5
FF,92.8,650859,L,0,0,,,,0,2140,46,1,4-Seam Fastball,2,2,2,5
SL,83.4,681351,R,0,0,545361,621493,666176,2,2259,41,1,Slider,2,2,2,5
FS,84.4,666176,R,3,1,545361,,621493,2,1715,40,5,Split-Finger,2,2,2,5
FF,96.3,666176,R,2,1,545361,,621493,2,2336,40,4,4-Seam Fastball,2,2,2,5
FS,84.5,666176,R,2,0,545361,,621493,2,1662,40,3,Split-Finger,2,2,2,5
FS,84.4,666176,R,1,0,545361,,621493,2,1586,40,2,Split-Finger,2,2,2,5
FS,83.9,666176,R,0,0,545361,,621493,2,1595,40,1,Split-Finger,2,2,2,5
FF,95.3,621493,R,2,1,,677060,545361,2,2383,39,4,4-Seam Fastball,1,2,2,5
FS,84.8,621493,R,2,0,,677060,545361,2,1645,39,3,Split-Finger,1,2,2,5
FS,85.6,621493,R,1,0,,677060,545361,2,1492,39,2,Split-Finger,1,2,2,5
FF,96.2,621493,R,0,0,,677060,545361,2,2315,39,1,4-Seam Fastball,1,2,2,5
FF,95.6,545361,R,3,2,,,677060,2,2295,38,6,4-Seam Fastball,1,2,2,5
FS,85.3,545361,R,3,1,,,677060,2,1747,38,5,Split-Finger,1,2,2,5
FS,87.4,545361,R,2,1,,,677060,2,1706,38,4,Split-Finger,1,2,2,5
FF,95.8,545361,R,1,1,,,677060,2,2437,38,3,4-Seam Fastball,1,2,2,5
FF,95.7,545361,R,1,0,,,677060,2,2398,38,2,4-Seam Fastball,1,2,2,5
FF,95.2,545361,R,0,0,,,677060,2,2376,38,1,4-Seam Fastball,1,2,2,5
FS,85.3,694384,L,0,2,,,677060,1,1484,37,3,Split-Finger,1,2,2,5
FF,95.7,694384,L,0,1,,,677060,1,2231,37,2,4-Seam Fastball,1,2,2,5
FF,95.2,694384,L,0,0,,,677060,1,2271,37,1,4-Seam Fastball,1,2,2,5
FS,85.3,687263,R,1,2,,,677060,0,1653,36,5,Split-Finger,1,2,2,5
FS,84.2,687263,R,0,2,,,677060,0,1470,36,4,Split-Finger,1,2,2,5
FF,96.1,687263,R,0,2,,,677060,0,2274,36,3,4-Seam Fastball,1,2,2,5
FF,95.5,687263,R,0,1,,,677060,0,2252,36,2,4-Seam Fastball,1,2,2,5
FF,94.5,687263,R,0,0,,,677060,0,2141,36,1,4-Seam Fastball,1,2,2,5
FF,94.6,677060,R,3,2,,,,0,2270,35,6,4-Seam Fastball,1,2,1,5
FF,94.5,677060,R,2,2,,,,0,2311,35,5,4-Seam Fastball,1,2,1,5
FS,85.6,677060,R,1,2,,,,0,1539,35,4,Split-Finger,1,2,1,5
FF,93.5,677060,R,1,1,,,,0,2346,35,3,4-Seam Fastball,1,2,1,5
SL,82.2,677060,R,0,1,,,,0,2348,35,2,Slider,1,2,1,5
FF,93.3,677060,R,0,0,,,,0,2207,35,1,4-Seam Fastball,1,2,1,5
FS,85.9,672569,L,0,1,621493,666176,650859,1,1609,29,2,Split-Finger,1,0,1,5
FS,86.3,672569,L,0,0,621493,666176,650859,1,1580,29,1,Split-Finger,1,0,1,5
FS,86,650859,L,1,1,,621493,666176,1,1392,28,3,Split-Finger,1,0,1,5
FF,95,650859,L,0,1,,621493,666176,1,2357,28,2,4-Seam Fastball,1,0,1,5
FF,94.5,650859,L,0,0,,621493,666176,1,2335,28,1,4-Seam Fastball,1,0,1,5
FS,86.7,681351,R,1,2,,621493,666176,0,1629,27,4,Split-Finger,1,0,1,5
FS,85.4,681351,R,1,1,,621493,666176,0,1679,27,3,Split-Finger,1,0,1,5
SL,83.3,681351,R,1,0,,621493,666176,0,2285,27,2,Slider,1,0,1,5
FF,96.1,681351,R,0,0,,621493,666176,0,2182,27,1,4-Seam Fastball,1,0,1,5
FF,94.5,666176,R,3,2,,,621493,0,2186,26,8,4-Seam Fastball,1,0,1,5
FS,84.7,666176,R,2,2,,,621493,0,1474,26,7,Split-Finger,1,0,1,5
FS,84.2,666176,R,2,2,,,621493,0,1563,26,6,Split-Finger,1,0,1,5
FS,85.6,666176,R,2,2,,,621493,0,1632,26,5,Split-Finger,1,0,1,5
SL,83.1,666176,R,2,1,,,621493,0,2396,26,4,Slider,1,0,1,5
FS,84.5,666176,R,1,1,,,621493,0,1787,26,3,Split-Finger,1,0,1,5
FS,85.4,666176,R,0,1,,,621493,0,1826,26,2,Split-Finger,1,0,1,5
FF,94.3,666176,R,0,0,,,621493,0,2296,26,1,4-Seam Fastball,1,0,1,5
FF,95.9,621493,R,2,2,,,,0,2235,25,6,4-Seam Fastball,1,0,1,5
FS,85.4,621493,R,1,2,,,,0,1458,25,5,Split-Finger,1,0,1,5
FS,84.4,621493,R,1,2,,,,0,1624,25,4,Split-Finger,1,0,1,5
SL,83.3,621493,R,0,2,,,,0,2337,25,3,Slider,1,0,1,5
FF,94.9,621493,R,0,1,,,,0,2266,25,2,4-Seam Fastball,1,0,1,5
FF,92.5,621493,R,0,0,,,,0,2158,25,1,4-Seam Fastball,1,0,1,5
FF,94.8,545361,R,2,2,,,,2,2302,20,6,4-Seam Fastball,1,0,1,5
FS,85.5,545361,R,2,2,,,,2,1812,20,5,Split-Finger,1,0,1,5
FF,93.9,545361,R,2,1,,,,2,2349,20,4,4-Seam Fastball,1,0,1,5
FS,83.8,545361,R,2,0,,,,2,1800,20,3,Split-Finger,1,0,1,5
SL,84.7,545361,R,1,0,,,,2,2377,20,2,Slider,1,0,1,5
SL,83.8,545361,R,0,0,,,,2,2337,20,1,Slider,1,0,1,5
FF,93.7,694384,L,0,0,,,,1,2301,19,1,4-Seam Fastball,1,0,1,5
FF,95.2,687263,R,2,0,,,,0,2131,18,3,4-Seam Fastball,1,0,1,5
SL,82.2,687263,R,1,0,,,,0,2345,18,2,Slider,1,0,1,5
SL,84.5,687263,R,0,0,,,,0,2236,18,1,Slider,1,0,1,5
FS,85.1,677060,R,1,2,,,681351,2,1738,13,6,Split-Finger,1,0,0,5
FF,95.6,677060,R,1,2,,,681351,2,2331,13,5,4-Seam Fastball,1,0,0,5
FF,95.5,677060,R,0,2,,,681351,2,2345,13,4,4-Seam Fastball,1,0,0,5
FS,86.1,677060,R,0,2,,,681351,2,1657,13,3,Split-Finger,1,0,0,5
FF,95.9,677060,R,0,1,,,681351,2,2276,13,2,4-Seam Fastball,1,0,0,5
FF,95.4,677060,R,0,0,,,681351,2,2289,13,1,4-Seam Fastball,1,0,0,5
FS,85.5,672569,L,2,2,,,681351,1,1735,12,6,Split-Finger,1,0,0,5
FF,95.1,672569,L,2,2,,,681351,1,2246,12,5,4-Seam Fastball,1,0,0,5
FF,94.3,672569,L,2,1,,,681351,1,2225,12,4,4-Seam Fastball,1,0,0,5
FS,85.5,672569,L,1,1,,,681351,1,1603,12,3,Split-Finger,1,0,0,5
FF,93.6,672569,L,1,0,,,681351,1,2174,12,2,4-Seam Fastball,1,0,0,5
FS,83.1,672569,L,0,0,,,681351,1,1720,12,1,Split-Finger,1,0,0,5
FF,93.6,650859,L,0,0,,,681351,0,2296,11,1,4-Seam Fastball,1,0,0,5
FF,93.5,681351,R,0,0,,,,0,2297,10,1,4-Seam Fastball,1,0,0,5
FS,85,666176,R,2,2,,,621493,2,1782,5,5,Split-Finger,1,0,0,5
SL,82.2,666176,R,2,1,,,621493,2,2353,5,4,Slider,1,0,0,5
SL,82.2,666176,R,1,1,,,621493,2,2378,5,3,Slider,1,0,0,5
FS,83.6,666176,R,1,0,,,621493,2,1684,5,2,Split-Finger,1,0,0,5
SL,83.7,666176,R,0,0,,,621493,2,2382,5,1,Slider,1,0,0,5
FF,94.5,621493,R,1,0,,,,2,2385,4,2,4-Seam Fastball,1,0,0,5
FF,94.4,621493,R,0,0,,,,2,2392,4,1,4-Seam Fastball,1,0,0,5
FF,95.6,545361,R,0,1,,,,2,2326,3,2,4-Seam Fastball,0,0,0,5
FF,94.7,545361,R,0,0,,,,2,2390,3,1,4-Seam Fastball,0,0,0,5
FF,95.1,694384,L,0,2,,,,1,2289,2,4,4-Seam Fastball,0,0,0,5
FF,95.9,694384,L,0,2,,,,1,2284,2,3,4-Seam Fastball,0,0,0,5
FF,95.3,694384,L,0,1,,,,1,2237,2,2,4-Seam Fastball,0,0,0,5
FF,94.3,694384,L,0,0,,,,1,2260,2,1,4-Seam Fastball,0,0,0,5
FF,95.5,687263,R,1,2,,,,0,2328,1,4,4-Seam Fastball,0,0,0,5
FF,95.5,687263,R,0,2,,,,0,2131,1,3,4-Seam Fastball,0,0,0,5
FF,95.3,687263,R,0,1,,,,0,2319,1,2,4-Seam Fastball,0,0,0,5
FF,94.6,687263,R,0,0,,,,0,2221,1,1,4-Seam Fastball,0,0,0,5
FS,82.5,683011,R,1,0,592450,,665862,2,1617,42,2,Split-Finger,2,4,2,5
FS,82.9,683011,R,0,0,592450,,665862,2,1529,42,1,Split-Finger,2,4,2,5
FF,92.1,691176,L,0,0,,592450,665862,1,2175,41,1,4-Seam Fastball,2,4,2,5
FF,96.2,519317,R,1,2,,592450,665862,0,2143,40,4,4-Seam Fastball,2,4,2,5
FS,83.3,519317,R,0,2,,592450,665862,0,1709,40,3,Split-Finger,2,4,2,5
FF,94.3,519317,R,0,1,,592450,665862,0,2337,40,2,4-Seam Fastball,2,4,2,5
FS,84.5,519317,R,0,0,,592450,665862,0,1635,40,1,Split-Finger,2,4,2,5
FF,94,665862,L,3,2,,,592450,0,2213,39,7,4-Seam Fastball,2,4,2,5
FS,83,665862,L,3,2,,,592450,0,1767,39,6,Split-Finger,2,4,2,5
FF,93.8,665862,L,3,1,,,592450,0,2157,39,5,4-Seam Fastball,2,4,2,5
FF,92.5,665862,L,3,0,,,592450,0,2251,39,4,4-Seam Fastball,2,4,2,5
FF,92.1,665862,L,2,0,,,592450,0,2227,39,3,4-Seam Fastball,2,4,2,5
FF,91.7,665862,L,1,0,,,592450,0,2265,39,2,4-Seam Fastball,2,4,2,5
FS,82.4,665862,L,0,0,,,592450,0,1658,39,1,Split-Finger,2,4,2,5
FS,84.5,592450,R,0,2,,,,0,1812,38,3,Split-Finger,2,4,2,5
FS,82.5,592450,R,0,1,,,,0,1795,38,2,Split-Finger,2,4,2,5
FF,93.6,592450,R,0,0,,,,0,2135,38,1,4-Seam Fastball,2,4,2,5
FS,83.9,641355,L,2,2,518934,502671,,2,1497,30,6,Split-Finger,2,0,2,5
FF,95.9,641355,L,1,2,518934,502671,,2,2346,30,5,4-Seam Fastball,2,0,2,5
FF,95.3,641355,L,1,2,518934,502671,,2,2421,30,4,4-Seam Fastball,2,0,2,5
FS,84.6,641355,L,0,2,518934,502671,,2,1705,30,3,Split-Finger,2,0,2,5
FS,83.8,641355,L,0,1,518934,502671,,2,1655,30,2,Split-Finger,2,0,2,5
FS,84.2,641355,L,0,0,518934,502671,,2,1501,30,1,Split-Finger,2,0,2,5
FS,84.2,502671,R,1,2,,,518934,2,1835,29,5,Split-Finger,2,0,2,5
FS,85.2,502671,R,0,2,,,518934,2,1647,29,4,Split-Finger,2,0,2,5
FF,94.8,502671,R,0,2,,,518934,2,2328,29,3,4-Seam Fastball,2,0,2,5
FF,94.9,502671,R,0,1,,,518934,2,2241,29,2,4-Seam Fastball,2,0,2,5
FF,94.8,502671,R,0,0,,,518934,2,2216,29,1,4-Seam Fastball,2,0,2,5
FS,82.8,518934,R,1,0,,,,2,1559,28,2,Split-Finger,2,0,1,5
FS,82.5,518934,R,0,0,,,,2,1668,28,1,Split-Finger,2,0,1,5
FF,93.6,641555,L,0,2,,,,1,2273,27,3,4-Seam Fastball,2,0,1,5
FF,93.3,641555,L,0,1,,,,1,2297,27,2,4-Seam Fastball,2,0,1,5
FS,80.8,641555,L,0,0,,,,1,1737,27,1,Split-Finger,2,0,1,5
FF,93.2,683011,R,3,2,,,,0,2371,26,7,4-Seam Fastball,2,0,1,5
FS,83,683011,R,3,2,,,,0,1747,26,6,Split-Finger,2,0,1,5
FS,81.4,683011,R,2,2,,,,0,1839,26,5,Split-Finger,2,0,1,5
FF,93.2,683011,R,2,1,,,,0,2287,26,4,4-Seam Fastball,2,0,1,5
SL,79.5,683011,R,1,1,,,,0,2307,26,3,Slider,2,0,1,5
FF,93.1,683011,R,0,1,,,,0,2350,26,2,4-Seam Fastball,2,0,1,5
SL,79.6,683011,R,0,0,,,,0,2216,26,1,Slider,2,0,1,5
FS,85.3,691176,L,1,1,,592450,665862,2,1374,22,3,Split-Finger,2,0,1,5
FF,95.5,691176,L,0,1,,592450,665862,2,2304,22,2,4-Seam Fastball,2,0,1,5
FF,95,691176,L,0,0,,592450,665862,2,2220,22,1,4-Seam Fastball,2,0,1,5
FF,95.7,519317,R,1,2,,592450,665862,1,2379,21,4,4-Seam Fastball,2,0,1,5
FS,84.6,519317,R,0,2,,592450,665862,1,1404,21,3,Split-Finger,2,0,1,5
FF,94.7,519317,R,0,1,,592450,665862,1,2439,21,2,4-Seam Fastball,2,0,1,5
FF,94.9,519317,R,0,0,,592450,665862,1,2311,21,1,4-Seam Fastball,2,0,1,5
FF,92.9,665862,L,3,2,,592450,,1,2195,20,8,4-Seam Fastball,2,0,1,5
FS,86.3,665862,L,2,2,,592450,,1,1651,20,7,Split-Finger,2,0,1,5
FF,95.9,665862,L,1,2,,592450,,1,2449,20,6,4-Seam Fastball,2,0,1,5
FS,85.8,665862,L,1,2,,592450,,1,1630,20,5,Split-Finger,2,0,1,5
FS,87.1,665862,L,0,2,,592450,,1,1759,20,4,Split-Finger,2,0,1,5
FS,84.2,665862,L,0,2,,592450,,1,1725,20,3,Split-Finger,2,0,1,5
FF,92.9,665862,L,0,1,,592450,,1,2105,20,2,4-Seam Fastball,2,0,1,5
FF,92.3,665862,L,0,0,,592450,,1,2090,20,1,4-Seam Fastball,2,0,1,5
FF,93.4,592450,R,1,0,,,,1,2246,19,2,4-Seam Fastball,2,0,1,5
SL,81.2,592450,R,0,0,,,,1,2280,19,1,Slider,2,0,1,5
FS,82.6,641355,L,1,1,,,,0,1785,18,3,Split-Finger,2,0,1,5
SL,82.5,641355,L,0,1,,,,0,2259,18,2,Slider,2,0,1,5
SL,82.9,641355,L,0,0,,,,0,2172,18,1,Slider,2,0,1,5
FS,84.2,502671,R,0,1,,,,2,1798,14,2,Split-Finger,2,0,1,5
SL,82.5,502671,R,0,0,,,,2,2285,14,1,Slider,2,0,1,5
FS,84.2,518934,R,1,2,,,,1,1577,13,4,Split-Finger,2,0,0,5
FS,83.2,518934,R,0,2,,,,1,1734,13,3,Split-Finger,2,0,0,5
FS,82.9,518934,R,0,1,,,,1,1701,13,2,Split-Finger,2,0,0,5
FF,93.8,518934,R,0,0,,,,1,2201,13,1,4-Seam Fastball,2,0,0,5
FF,93.8,641555,L,3,2,,,,0,2226,12,8,4-Seam Fastball,2,0,0,5
FF,93.8,641555,L,3,2,,,,0,2281,12,7,4-Seam Fastball,2,0,0,5
FF,94.6,641555,L,3,2,,,,0,2281,12,6,4-Seam Fastball,2,0,0,5
FF,93.6,641555,L,2,2,,,,0,2319,12,5,4-Seam Fastball,2,0,0,5
FF,92.2,641555,L,1,2,,,,0,2309,12,4,4-Seam Fastball,2,0,0,5
FS,82.6,641555,L,1,1,,,,0,1716,12,3,Split-Finger,2,0,0,5
FF,90.4,641555,L,1,0,,,,0,2227,12,2,4-Seam Fastball,2,0,0,5
FF,91.3,641555,L,0,0,,,,0,2300,12,1,4-Seam Fastball,2,0,0,5
FF,92.6,683011,R,1,1,,519317,691176,2,2388,7,3,4-Seam Fastball,2,0,0,5
SL,81.2,683011,R,0,1,,519317,691176,2,2364,7,2,Slider,2,0,0,5
FF,94.3,683011,R,0,0,,519317,691176,2,2251,7,1,4-Seam Fastball,2,0,0,5
FS,83.9,691176,L,1,2,502671,592450,519317,2,1616,6,4,Split-Finger,0,0,0,5
FS,84.8,691176,L,0,2,502671,592450,519317,2,1641,6,3,Split-Finger,0,0,0,5
FS,85,691176,L,0,1,502671,592450,519317,2,1473,6,2,Split-Finger,0,0,0,5
FF,93.3,691176,L,0,0,502671,592450,519317,2,2177,6,1,4-Seam Fastball,0,0,0,5
FF,95.2,519317,R,3,2,,502671,592450,2,2280,5,6,4-Seam Fastball,0,0,0,5
FF,94.1,519317,R,3,1,,502671,592450,2,2347,5,5,4-Seam Fastball,0,0,0,5
FF,94.5,519317,R,3,0,,502671,592450,2,2297,5,4,4-Seam Fastball,0,0,0,5
FS,85.2,519317,R,2,0,,502671,592450,2,1675,5,3,Split-Finger,0,0,0,5
FS,85.3,519317,R,1,0,,502671,592450,2,1503,5,2,Split-Finger,0,0,0,5
FS,84.9,519317,R,0,0,,502671,592450,2,1511,5,1,Split-Finger,0,0,0,5
FS,86.3,665862,L,0,1,,502671,592450,1,1381,4,2,Split-Finger,0,0,0,5
FS,84.9,665862,L,0,0,,502671,592450,1,1345,4,1,Split-Finger,0,0,0,5
FF,94.5,592450,R,3,1,,,502671,1,2281,3,5,4-Seam Fastball,0,0,0,5
FF,94.2,592450,R,3,0,,,502671,1,2419,3,4,4-Seam Fastball,0,0,0,5
FF,94.4,592450,R,2,0,,,502671,1,2439,3,3,4-Seam Fastball,0,0,0,5
FS,84.7,592450,R,1,0,,,502671,1,1714,3,2,Split-Finger,0,0,0,5
FS,85.4,592450,R,0,0,,,502671,1,1765,3,1,Split-Finger,0,0,0,5
FS,83.7,641355,L,1,0,,,502671,0,1833,2,2,Split-Finger,0,0,0,5
FF,92.8,641355,L,0,0,,,502671,0,2190,2,1,4-Seam Fastball,0,0,0,5
FF,93.5,502671,R,1,1,,,,0,2241,1,3,4-Seam Fastball,0,0,0,5
FF,93.5,502671,R,1,0,,,,0,2250,1,2,4-Seam Fastball,0,0,0,5
FF,93,502671,R,0,0,,,,0,2185,1,1,4-Seam Fastball,0,0,0,5
FF,97.7,680757,L,1,2,,,,2,2383,58,7,4-Seam Fastball,0,3,3,7
FF,97.1,680757,L,1,2,,,,2,2347,58,6,4-Seam Fastball,0,3,3,7
SL,83.8,680757,L,0,2,,,,2,2476,58,5,Slider,0,3,3,7
FS,87,680757,L,0,2,,,,2,1623,58,4,Split-Finger,0,3,3,7
FF,98,680757,L,0,2,,,,2,2295,58,3,4-Seam Fastball,0,3,3,7
FF,97.8,680757,L,0,1,,,,2,2309,58,2,4-Seam Fastball,0,3,3,7
FF,96.2,680757,L,0,0,,,,2,2291,58,1,4-Seam Fastball,0,3,3,7
FS,85.5,682657,L,0,2,,,,1,1794,57,4,Split-Finger,0,3,2,7
FS,85.5,682657,L,0,2,,,,1,1689,57,3,Split-Finger,0,3,2,7
FS,84.4,682657,L,0,1,,,,1,1720,57,2,Split-Finger,0,3,2,7
SL,80.4,682657,L,0,0,,,,1,2344,57,1,Slider,0,3,2,7
FS,84.2,672356,R,1,2,,,,0,1721,56,4,Split-Finger,0,3,2,7
FS,85,672356,R,0,2,,,,0,1674,56,3,Split-Finger,0,3,2,7
FF,95.4,672356,R,0,1,,,,0,2353,56,2,4-Seam Fastball,0,3,2,7
FS,80.8,672356,R,0,0,,,,0,1611,56,1,Split-Finger,0,3,2,7
FF,96.7,666310,L,1,2,,,,2,2361,52,5,4-Seam Fastball,0,3,2,7
FF,97.1,666310,L,1,2,,,,2,2244,52,4,4-Seam Fastball,0,3,2,7
FS,83.2,666310,L,1,1,,,,2,1688,52,3,Split-Finger,0,3,2,7
FS,85.9,666310,L,0,1,,,,2,1797,52,2,Split-Finger,0,3,2,7
FS,82.3,666310,L,0,0,,,,2,1650,52,1,Split-Finger,0,3,2,7
FS,85.1,682177,L,0,1,,,,1,1624,51,2,Split-Finger,0,3,2,7
FS,82.8,682177,L,0,0,,,,1,1595,51,1,Split-Finger,0,3,2,7
FF,93.7,657041,R,1,0,,,,0,2291,50,2,4-Seam Fastball,0,3,2,7
FF,92.5,657041,R,0,0,,,,0,2216,50,1,4-Seam Fastball,0,3,2,7
FS,86,467793,L,2,2,,,700932,2,1763,46,5,Split-Finger,0,3,2,7
FS,85,467793,L,1,2,,,700932,2,1737,46,4,Split-Finger,0,3,2,7
FS,87.3,467793,L,0,2,,,700932,2,1724,46,3,Split-Finger,0,3,2,7
FF,97,467793,L,0,1,,,700932,2,2460,46,2,4-Seam Fastball,0,3,2,7
FF,96.4,467793,L,0,0,,,700932,2,2374,46,1,4-Seam Fastball,0,3,2,7
FF,96.9,666134,L,2,2,,,700932,1,2387,45,5,4-Seam Fastball,0,3,0,7
FS,85.2,666134,L,1,2,,,700932,1,1720,45,4,Split-Finger,0,3,0,7
FS,84.5,666134,L,1,1,,,700932,1,1640,45,3,Split-Finger,0,3,0,7
FF,95,666134,L,1,0,,,700932,1,2341,45,2,4-Seam Fastball,0,3,0,7
FS,83.4,666134,L,0,0,,,700932,1,1585,45,1,Split-Finger,0,3,0,7
FS,82.7,700932,L,0,0,,,,1,1548,44,1,Split-Finger,0,3,2,7
FS,84.8,680757,L,0,1,,,,0,1642,43,2,Split-Finger,0,3,2,7
SL,81.3,680757,L,0,0,,,,0,2141,43,1,Slider,0,3,2,7
FF,96.1,682657,L,0,0,,,,2,2369,39,1,4-Seam Fastball,0,3,1,7
FF,95.1,672356,R,1,0,,,,1,2365,38,2,4-Seam Fastball,0,3,1,7
SL,82.3,672356,R,0,0,,,,1,2355,38,1,Slider,0,3,1,7
FF,97.4,666310,L,1,2,,,,0,2409,37,4,4-Seam Fastball,0,3,1,7
FS,86.1,666310,L,0,2,,,,0,1782,37,3,Split-Finger,0,3,1,7
FF,95.5,666310,L,0,1,,,,0,2337,37,2,4-Seam Fastball,0,3,1,7
FF,90.2,666310,L,0,0,,,,0,2188,37,1,4-Seam Fastball,0,3,1,7
FS,86.1,682177,L,1,2,,608070,,2,1552,32,4,Split-Finger,0,3,1,7
FS,85.4,682177,L,1,1,,608070,,2,1501,32,3,Split-Finger,0,3,1,7
FS,87.3,682177,L,0,1,,608070,,2,1619,32,2,Split-Finger,0,3,1,7
FS,84.5,682177,L,0,0,,608070,,2,1531,32,1,Split-Finger,0,3,1,7
FS,85.6,657041,R,2,2,,608070,,1,1717,31,6,Split-Finger,0,3,1,7
FF,98.4,657041,R,2,2,,608070,,1,2486,31,5,4-Seam Fastball,0,3,1,7
FF,96.9,657041,R,2,1,,608070,,1,2373,31,4,4-Seam Fastball,0,3,1,7
FF,95.8,657041,R,2,0,,608070,,1,2334,31,3,4-Seam Fastball,0,3,1,7
FS,84.3,657041,R,1,0,,608070,,1,1742,31,2,Split-Finger,0,3,1,7
FS,85.6,657041,R,0,0,,608070,,1,1606,31,1,Split-Finger,0,3,1,7
FF,95.7,467793,L,2,2,,,608070,0,2337,30,7,4-Seam Fastball,0,3,1,7
FS,85.7,467793,L,2,2,,,608070,0,1804,30,6,Split-Finger,0,3,1,7
FF,97,467793,L,2,2,,,608070,0,2296,30,5,4-Seam Fastball,0,3,1,7
FF,94.9,467793,L,2,1,,,608070,0,2271,30,4,4-Seam Fastball,0,3,1,7
FS,84.8,467793,L,1,1,,,608070,0,1572,30,3,Split-Finger,0,3,1,7
FF,91.8,467793,L,0,1,,,608070,0,2057,30,2,4-Seam Fastball,0,3,1,7
FF,94,467793,L,0,0,,,608070,0,2216,30,1,4-Seam Fastball,0,3,1,7
FF,95,608070,L,0,0,,,,0,2229,29,1,4-Seam Fastball,0,3,1,7
FS,86.7,700932,L,1,2,,,,2,1741,25,4,Split-Finger,0,3,1,7
FF,97.3,700932,L,1,1,,,,2,2255,25,3,4-Seam Fastball,0,3,1,7
FF,95,700932,L,1,0,,,,2,2322,25,2,4-Seam Fastball,0,3,1,7
SL,81.9,700932,L,0,0,,,,2,2315,25,1,Slider,0,3,1,7
FF,96.2,680757,L,0,1,,,,1,2300,24,2,4-Seam Fastball,0,3,1,7
FF,95.6,680757,L,0,0,,,,1,2236,24,1,4-Seam Fastball,0,3,1,7
FF,96.6,682657,L,0,2,,,,0,2337,23,3,4-Seam Fastball,0,3,0,7
FF,94.8,682657,L,0,1,,,,0,2255,23,2,4-Seam Fastball,0,3,0,7
FF,91.3,682657,L,0,0,,,,0,2206,23,1,4-Seam Fastball,0,3,0,7
FS,85.1,672356,R,0,2,,657041,,2,1514,14,3,Split-Finger,0,0,0,7
FF,96.8,672356,R,0,1,,,657041,2,2252,14,2,4-Seam Fastball,0,0,0,7
FF,95.5,672356,R,0,0,,,657041,2,2262,14,1,4-Seam Fastball,0,0,0,7
FS,84.3,666310,L,0,1,,,657041,1,1743,13,2,Split-Finger,0,0,0,7
FS,83.4,666310,L,0,0,,,657041,1,1752,13,1,Split-Finger,0,0,0,7
FF,95.5,682177,L,1,1,,,657041,0,2301,12,3,4-Seam Fastball,0,0,0,7
FF,92.8,682177,L,1,0,,,657041,0,2237,12,2,4-Seam Fastball,0,0,0,7
FS,83.1,682177,L,0,0,,,657041,0,1759,12,1,Split-Finger,0,0,0,7
FF,94.8,657041,R,3,2,,,,0,2310,11,6,4-Seam Fastball,0,0,0,7
FF,93.1,657041,R,3,1,,,,0,2301,11,5,4-Seam Fastball,0,0,0,7
FF,92.5,657041,R,2,1,,,,0,2192,11,4,4-Seam Fastball,0,0,0,7
FS,84.5,657041,R,1,1,,,,0,1869,11,3,Split-Finger,0,0,0,7
FF,92.8,657041,R,1,0,,,,0,2198,11,2,4-Seam Fastball,0,0,0,7
SL,81.3,657041,R,0,0,,,,0,2275,11,1,Slider,0,0,0,7
FF,96.9,467793,L,3,2,680757,,,2,2394,7,6,4-Seam Fastball,0,0,0,7
FF,97.4,467793,L,2,2,680757,,,2,2257,7,5,4-Seam Fastball,0,0,0,7
FS,85.5,467793,L,2,1,680757,,,2,1689,7,4,Split-Finger,0,0,0,7
FS,86,467793,L,1,1,680757,,,2,1827,7,3,Split-Finger,0,0,0,7
FS,85.7,467793,L,0,1,680757,,,2,1742,7,2,Split-Finger,0,0,0,7
